,Lead_ID,Lead_Type,Marketing_Campaign,Campaign_Type,Campaign_Cost,Attended_Event,Cost_to_Acquire_Lead,Times_Contacted,Days_to_Respond,Engagement_Level,Lead_State,Lead_Acquired
314,315,Corporate,SummerSales,Online,2009.67,1,3124.0,0,7,High,IL,1
315,316,Individual,YearEndPush,Online,1827.71,0,13620.0,4,4,Medium,NC,1
316,317,Individual,WinterBoost,In-Person,3501.33,0,15399.0,6,6,Low,MI,1
317,318,Individual,SummerSales,Online,1778.09,0,3256.0,4,4,Low,OH,1
318,319,Individual,SpringGrowth,Online,2018.05,1,9318.0,2,4,Medium,IL,1
319,320,Individual,YearEndPush,Hybrid,2116.62,0,6619.0,3,0,Medium,PA,1
320,321,Individual,AutumnAwareness,Online,2260.99,1,458.0,7,18,Medium,NC,0
321,322,Corporate,YearEndPush,Online,1650.05,0,3461.0,3,14,Low,NC,0
322,323,Individual,SpringGrowth,Online,2588.86,1,15695.0,4,0,Very High,GA,1
323,324,Individual,SpringGrowth,Online,2982.93,0,2024.0,3,15,Medium,FL,0
324,325,Non-Profit,AutumnAwareness,Online,1985.87,1,4555.0,3,17,Low,PA,0
325,326,Corporate,YearEndPush,In-Person,3296.3,1,4542.0,1,12,Medium,PA,0
326,327,Individual,SummerSales,Online,2331.84,1,4747.0,3,18,Low,GA,0
327,328,Individual,SummerSales,In-Person,2821.61,1,2801.0,1,6,Medium,NY,0
328,329,Individual,YearEndPush,Online,1831.05,1,2030.0,4,16,High,GA,0
329,330,Individual,SummerSales,Online,1797.16,0,7526.0,0,3,Low,CA,1
330,331,Individual,YearEndPush,In-Person,4363.08,0,9932.0,1,4,Medium,FL,1
331,332,Corporate,YearEndPush,Online,2502.62,0,14453.0,2,7,Medium,PA,1
332,333,Individual,SpringGrowth,Online,1860.08,0,521.0,5,19,Medium,PA,0
333,334,Individual,WinterBoost,Online,1999.13,1,435.0,3,17,Medium,MI,0
334,335,Individual,SpringGrowth,Online,2396.5,0,1626.0,2,15,Medium,NY,0
335,336,Individual,SummerSales,In-Person,4215.43,0,16400.0,0,2,High,FL,1
336,337,Corporate,WinterBoost,Online,1637.66,1,14953.0,3,5,Medium,IL,1
337,338,Corporate,YearEndPush,Online,1507.05,0,156.0,2,15,Low,IL,0
338,339,Individual,SummerSales,Online,2135.31,1,4050.0,4,14,Medium,TX,0
339,340,Individual,AutumnAwareness,Online,2039.02,0,3247.0,4,2,Low,CA,0
340,341,Individual,SummerSales,Online,2304.88,0,3637.0,1,7,Medium,PA,0
341,342,Individual,WinterBoost,Online,1425.98,0,8475.0,0,3,Medium,FL,1
342,343,Individual,WinterBoost,Online,1867.06,0,2475.0,7,4,Medium,PA,1
343,344,Individual,YearEndPush,Online,2084.95,0,821.0,1,12,High,NY,0
344,345,Individual,AutumnAwareness,Online,1609.23,1,15827.0,6,2,Low,FL,1
345,346,Individual,YearEndPush,Online,2197.15,1,15866.0,3,4,High,IL,1
346,347,Individual,AutumnAwareness,In-Person,4346.01,1,5818.0,2,6,Low,FL,1
347,348,Individual,AutumnAwareness,Online,1616.35,0,7423.0,1,1,Low,NY,1
348,349,Individual,YearEndPush,Online,2318.35,0,4177.0,0,12,High,CA,0
349,350,Individual,SummerSales,Online,1954.7,1,3813.0,8,2,Medium,MI,1
350,351,Individual,SpringGrowth,Hybrid,3059.07,0,10997.0,2,6,High,NC,1
351,352,Corporate,AutumnAwareness,In-Person,3814.88,0,2287.0,3,5,High,OH,1
352,353,Individual,WinterBoost,In-Person,3777.4,1,485.0,2,17,Medium,PA,0
353,354,Individual,YearEndPush,Online,1830.63,0,3928.0,2,1,Low,GA,1
354,355,Individual,SummerSales,Online,1846.27,1,2917.0,2,4,High,PA,0
355,356,Individual,AutumnAwareness,In-Person,3960.32,1,10247.0,2,6,Medium,FL,1
356,357,Individual,SummerSales,Online,2318.52,0,11801.0,0,0,High,TX,1
357,358,Individual,YearEndPush,Online,1816.22,0,2987.0,6,18,High,TX,0
358,359,Corporate,WinterBoost,Online,2742.25,1,16548.0,5,3,Very High,NC,1
359,360,Individual,AutumnAwareness,Online,2352.45,1,2819.0,3,15,Medium,CA,0
360,361,Individual,AutumnAwareness,Online,2617.16,0,14634.0,4,4,Medium,IL,1
361,362,Individual,SummerSales,Online,2709.04,1,359.0,3,3,Low,OH,0
362,363,Individual,YearEndPush,In-Person,4508.74,1,4588.0,1,10,High,NY,0
363,364,Individual,SpringGrowth,Online,1728.4,0,8164.0,4,3,Medium,NC,1
364,365,Corporate,AutumnAwareness,Online,1272.96,1,14882.0,5,5,Low,OH,1
365,366,Individual,WinterBoost,In-Person,3912.92,0,699.0,5,9,Low,CA,0
366,367,Non-Profit,AutumnAwareness,Online,1343.22,0,3355.0,1,12,Medium,MI,0
367,368,Corporate,AutumnAwareness,In-Person,3880.87,1,12341.0,5,4,Medium,NC,1
368,369,Individual,SpringGrowth,In-Person,3862.49,0,11251.0,1,1,High,PA,1
369,370,Individual,SpringGrowth,Online,1953.41,1,13927.0,1,2,Very High,IL,1
370,371,Individual,YearEndPush,Online,1993.76,0,8983.0,3,2,High,CA,1
371,372,Individual,AutumnAwareness,In-Person,4642.02,1,1139.0,4,8,Medium,FL,0
372,373,Individual,AutumnAwareness,Online,2257.28,1,2863.0,3,4,Medium,MI,1
373,374,Individual,SummerSales,Online,3174.58,1,5459.0,0,1,Low,IL,1
374,375,Individual,SummerSales,Online,2082.5,1,4148.0,2,3,High,PA,0
375,376,Individual,WinterBoost,In-Person,3676.45,1,10281.0,4,4,High,TX,1
376,377,Corporate,WinterBoost,Hybrid,2937.47,1,855.0,6,5,Medium,TX,0
377,378,Individual,SummerSales,Online,1729.76,1,3677.0,1,15,Low,TX,0
378,379,Corporate,WinterBoost,Online,1424.06,1,3257.0,1,14,Very High,GA,0
379,380,Individual,AutumnAwareness,Online,1980.75,1,2858.0,5,14,High,NY,0
380,381,Individual,SpringGrowth,Online,1686.41,0,3249.0,5,4,Low,OH,1
381,382,Individual,AutumnAwareness,Online,1839.55,1,576.0,0,14,Low,TX,0
382,383,Individual,SummerSales,Online,1486.4,0,8171.0,3,7,Medium,FL,1
383,384,Corporate,YearEndPush,In-Person,5729.43,0,1699.0,5,6,Medium,IL,0
384,385,Corporate,YearEndPush,Online,2009.7,1,2040.0,1,6,Very High,CA,1
385,386,Corporate,SummerSales,Hybrid,3512.58,0,2459.0,5,13,Low,PA,0
386,387,Individual,AutumnAwareness,Online,2727.06,0,1361.0,4,7,Low,CA,0
387,388,Individual,WinterBoost,Online,2543.63,0,1682.0,5,15,Low,NY,0
388,389,Corporate,WinterBoost,In-Person,2098.27,0,9134.0,0,4,High,FL,1
389,390,Corporate,YearEndPush,Online,1606.51,1,12114.0,4,2,Medium,CA,1
390,391,Non-Profit,SummerSales,Online,1801.13,1,2938.0,6,9,Very High,OH,0
391,392,Individual,SummerSales,Online,2826.83,0,9982.0,3,7,Medium,GA,1
392,393,Individual,SpringGrowth,Hybrid,2986.63,0,4925.0,1,9,Low,MI,0
393,394,Corporate,YearEndPush,Online,1813.48,0,3670.0,2,8,Medium,IL,0
394,395,Individual,SummerSales,Online,1533.75,0,11782.0,4,5,High,PA,1
395,396,Corporate,SpringGrowth,In-Person,4630.41,1,5435.0,2,4,High,TX,1
396,397,Corporate,WinterBoost,Online,1714.93,0,1598.0,4,18,Low,GA,0
397,398,Individual,YearEndPush,Online,2259.38,0,848.0,4,12,High,MI,0
398,399,Corporate,YearEndPush,Online,2241.1,0,4911.0,3,11,Medium,FL,0
399,400,Corporate,SummerSales,Online,1872.73,0,2486.0,3,14,High,IL,0
400,401,Individual,SummerSales,Online,1490.06,0,630.0,3,11,Medium,OH,0
401,402,Corporate,AutumnAwareness,Online,2433.36,0,4887.0,2,15,Medium,CA,0
402,403,Individual,WinterBoost,Online,1464.65,1,5458.0,1,2,Low,PA,1
403,404,Corporate,WinterBoost,In-Person,3998.72,1,16912.0,4,0,Low,PA,1
404,405,Individual,SpringGrowth,Online,2019.42,1,5359.0,1,1,Low,NY,1
405,406,Corporate,SpringGrowth,Online,1454.51,0,2309.0,5,10,Very High,FL,0
406,407,Individual,AutumnAwareness,Hybrid,2638.67,0,4163.0,6,8,Medium,IL,0
407,408,Individual,WinterBoost,Online,2604.63,0,9550.0,3,0,Very High,IL,1
408,409,Corporate,SpringGrowth,Online,2418.74,0,3968.0,1,8,Medium,GA,0
409,410,Individual,WinterBoost,In-Person,3922.29,1,1208.0,1,19,Medium,CA,0
410,411,Individual,WinterBoost,In-Person,4384.12,0,589.0,2,17,Low,NY,0
411,412,Non-Profit,SpringGrowth,Online,1877.69,1,104.0,2,9,Low,OH,0
412,413,Non-Profit,SummerSales,In-Person,2572.28,1,10947.0,2,4,Medium,PA,1
413,414,Individual,SummerSales,In-Person,5209.75,1,6831.0,8,2,Low,CA,1
414,415,Individual,SpringGrowth,In-Person,5436.78,1,9699.0,1,1,High,OH,1
415,416,Individual,AutumnAwareness,In-Person,3664.86,0,3157.0,2,3,Low,IL,1
416,417,Individual,YearEndPush,In-Person,3540.16,0,14270.0,2,1,High,IL,1
417,418,Individual,WinterBoost,Hybrid,3028.0,0,175.0,3,17,High,PA,0
418,419,Individual,YearEndPush,In-Person,3839.13,1,7685.0,2,1,Low,PA,1
419,420,Corporate,SpringGrowth,Online,1820.22,0,2828.0,0,16,High,MI,0
420,421,Corporate,WinterBoost,Hybrid,2574.66,1,572.0,4,16,Low,OH,0
421,422,Corporate,YearEndPush,Online,2119.99,1,5928.0,2,7,Medium,CA,1
422,423,Individual,SummerSales,In-Person,4233.29,1,3309.0,3,7,Low,NY,0
423,424,Individual,AutumnAwareness,In-Person,4624.71,1,1481.0,4,10,Medium,IL,0
424,425,Individual,YearEndPush,Online,2168.21,1,10948.0,8,4,Low,FL,1
425,426,Individual,AutumnAwareness,Online,1395.42,1,8737.0,3,6,Medium,FL,1
426,427,Individual,SummerSales,Hybrid,2930.29,0,13642.0,6,0,Very High,NC,1
427,428,Corporate,YearEndPush,Online,1692.82,1,2539.0,6,0,Medium,NY,1
428,429,Individual,SpringGrowth,Online,3004.84,1,3616.0,4,7,Low,NC,1
429,430,Individual,WinterBoost,Online,2066.03,1,15888.0,3,3,Very High,NY,1
430,431,Individual,SummerSales,Online,1926.11,0,10376.0,5,4,Low,OH,1
431,432,Corporate,AutumnAwareness,In-Person,2801.74,0,5518.0,0,1,High,TX,1
432,433,Individual,AutumnAwareness,Online,2128.8,0,14781.0,1,6,Medium,MI,1
433,434,Individual,SummerSales,Hybrid,3017.2,1,937.0,2,16,Medium,MI,0
434,435,Individual,SpringGrowth,Hybrid,3173.39,0,702.0,7,8,Low,NY,0
435,436,Corporate,SpringGrowth,In-Person,4012.66,1,1286.0,3,9,Low,TX,0
436,437,Individual,AutumnAwareness,In-Person,4872.65,0,1581.0,2,19,Medium,TX,0
437,438,Corporate,SummerSales,Online,2606.54,0,3372.0,4,17,Very High,MI,0
438,439,Corporate,SummerSales,Online,1363.7,1,11489.0,3,5,Very High,OH,1
439,440,Individual,WinterBoost,Online,1829.64,1,9046.0,3,0,Low,OH,1
440,441,Individual,AutumnAwareness,In-Person,2664.57,0,3324.0,2,0,Low,MI,1
441,442,Non-Profit,SpringGrowth,Online,1988.76,0,331.0,1,16,Low,IL,0
442,443,Individual,YearEndPush,In-Person,5666.46,0,427.0,2,4,High,CA,0
443,444,Individual,SpringGrowth,Online,1784.29,1,5034.0,3,2,Medium,MI,1
444,445,Corporate,SpringGrowth,Online,2495.9,0,8170.0,3,1,Medium,PA,1
445,446,Corporate,YearEndPush,Online,1602.43,0,15593.0,5,4,High,PA,1
446,447,Non-Profit,AutumnAwareness,Online,2188.07,1,1049.0,2,2,Medium,IL,0
447,448,Corporate,WinterBoost,In-Person,3027.3,1,1986.0,5,14,Low,IL,0
448,449,Individual,SpringGrowth,In-Person,3622.72,1,15490.0,2,0,Low,NY,1
449,450,Individual,SpringGrowth,In-Person,3839.81,1,9754.0,1,7,Medium,CA,1
450,451,Corporate,AutumnAwareness,In-Person,4405.54,1,9952.0,3,6,High,FL,1
451,452,Individual,AutumnAwareness,Online,1668.39,1,5071.0,0,7,High,NC,1
452,453,Individual,SummerSales,Online,1669.84,1,4195.0,2,13,High,TX,0
453,454,Corporate,AutumnAwareness,Online,1936.24,1,4692.0,5,7,Medium,OH,1
454,455,Individual,AutumnAwareness,Online,2366.36,1,6453.0,2,7,Low,IL,1
455,456,Individual,SpringGrowth,Online,2736.75,0,2397.0,4,10,Low,TX,0
456,457,Individual,WinterBoost,Online,2359.87,1,1407.0,2,3,Low,GA,0
457,458,Individual,SpringGrowth,In-Person,5888.81,1,15051.0,3,4,Medium,GA,1
458,459,Individual,AutumnAwareness,Online,1793.91,0,297.0,1,10,Very High,IL,0
459,460,Individual,SummerSales,Online,2606.52,1,11180.0,4,1,Medium,PA,1
460,461,Individual,WinterBoost,Online,1404.78,0,4611.0,5,9,High,PA,0
461,462,Individual,SummerSales,Online,2158.06,1,2879.0,1,6,Low,IL,0
462,463,Corporate,YearEndPush,Online,2479.18,1,3436.0,2,14,Low,FL,0
463,464,Individual,SummerSales,Online,1880.33,0,10822.0,2,7,Medium,IL,1
464,465,Non-Profit,SummerSales,Hybrid,3097.18,0,15818.0,4,1,Medium,MI,1
465,466,Individual,AutumnAwareness,Online,1463.27,0,1438.0,5,3,Medium,CA,0
466,467,Individual,AutumnAwareness,In-Person,3787.2,0,5775.0,2,0,Low,CA,1
467,468,Corporate,AutumnAwareness,In-Person,3902.58,1,16875.0,0,3,Low,IL,1
468,469,Individual,AutumnAwareness,Online,2217.6,0,1791.0,4,11,Medium,MI,0
469,470,Non-Profit,AutumnAwareness,Hybrid,2932.9,0,315.0,6,7,Medium,CA,0
470,471,Individual,SummerSales,Online,1555.28,1,1749.0,5,8,Low,GA,0
471,472,Non-Profit,YearEndPush,Online,2441.32,0,1854.0,3,4,Very High,MI,1
472,473,Individual,AutumnAwareness,Online,2450.57,0,2962.0,4,4,Low,TX,0
473,474,Corporate,YearEndPush,In-Person,4145.52,0,6529.0,1,7,Very High,PA,1
474,475,Individual,YearEndPush,Online,2157.8,0,4274.0,0,7,Medium,MI,1
475,476,Non-Profit,SpringGrowth,Online,1036.82,1,2088.0,5,4,High,IL,1
476,477,Individual,SpringGrowth,Online,2482.49,1,709.0,4,15,Low,TX,0
477,478,Individual,WinterBoost,In-Person,3706.94,0,2658.0,1,17,Medium,OH,0
478,479,Non-Profit,SpringGrowth,Online,2506.5,1,15548.0,2,2,Low,NC,1
479,480,Individual,AutumnAwareness,Online,1526.34,1,2104.0,3,6,Medium,FL,1
480,481,Individual,YearEndPush,Online,2262.48,1,1017.0,4,7,Low,MI,0
481,482,Individual,WinterBoost,Online,2237.12,0,4352.0,3,9,Very High,NC,0
482,483,Individual,SpringGrowth,In-Person,4560.55,1,11920.0,1,1,High,MI,1
483,484,Individual,SummerSales,Online,1960.99,0,261.0,3,2,Medium,NY,0
484,485,Individual,WinterBoost,In-Person,3058.11,0,9865.0,3,1,Low,NY,1
485,486,Corporate,AutumnAwareness,In-Person,5890.79,1,4237.0,1,16,Low,GA,0
486,487,Individual,YearEndPush,Online,2189.76,1,2911.0,5,18,Medium,MI,0
487,488,Individual,AutumnAwareness,Online,2091.11,0,3521.0,1,19,High,OH,0
488,489,Non-Profit,AutumnAwareness,Hybrid,2431.14,0,4315.0,4,4,Medium,PA,0
489,490,Corporate,SummerSales,Online,1787.06,1,16189.0,1,0,Medium,NY,1
490,491,Individual,SummerSales,Online,1332.71,1,1853.0,7,0,Medium,NC,1
491,492,Individual,YearEndPush,In-Person,4132.39,0,1198.0,1,7,Low,MI,0
492,493,Individual,SpringGrowth,Online,2125.68,1,12982.0,3,0,Low,IL,1
493,494,Individual,AutumnAwareness,In-Person,2981.34,1,2821.0,4,18,Low,MI,0
494,495,Individual,SpringGrowth,In-Person,3532.32,0,2808.0,3,14,Medium,GA,0
495,496,Individual,YearEndPush,Online,2297.18,0,222.0,1,18,Low,NY,0
496,497,Individual,AutumnAwareness,Online,2060.43,1,6934.0,1,2,Medium,TX,1
497,498,Individual,SpringGrowth,Hybrid,4325.86,1,1933.0,3,6,Medium,IL,1
498,499,Non-Profit,AutumnAwareness,Online,2082.67,0,2800.0,4,17,Medium,OH,0
499,500,Non-Profit,SummerSales,Online,2369.77,0,3353.0,2,18,Very High,CA,0
500,501,Individual,SummerSales,In-Person,4394.54,0,3161.0,2,2,Low,TX,0
501,502,Individual,WinterBoost,Online,2381.94,0,4061.0,7,17,Low,FL,0
502,503,Individual,YearEndPush,Hybrid,3005.23,0,888.0,4,7,Low,IL,0
503,504,Corporate,SpringGrowth,Online,2271.1,1,12644.0,2,7,High,MI,1
504,505,Individual,AutumnAwareness,Online,2001.03,1,356.0,5,9,Low,NC,0
505,506,Individual,WinterBoost,Online,1948.36,0,16117.0,5,3,Very High,OH,1
506,507,Corporate,YearEndPush,In-Person,4117.56,0,9950.0,5,0,Medium,IL,1
507,508,Corporate,YearEndPush,Hybrid,3367.46,0,4125.0,1,2,Low,IL,0
508,509,Corporate,YearEndPush,Online,1221.83,0,2367.0,5,0,Medium,MI,1
509,510,Corporate,SpringGrowth,Online,2137.47,1,3754.0,2,3,Medium,MI,0
510,511,Individual,SummerSales,Online,2136.1,0,12298.0,4,5,High,PA,1
511,512,Individual,WinterBoost,Online,2427.45,1,3351.0,3,16,High,CA,0
512,513,Corporate,SpringGrowth,Online,2053.6,1,3689.0,3,6,Medium,FL,0
513,514,Corporate,AutumnAwareness,In-Person,3943.56,1,4875.0,6,16,Medium,NY,0
514,515,Individual,SpringGrowth,Hybrid,2655.9,1,15840.0,3,6,Very High,TX,1
515,516,Individual,AutumnAwareness,In-Person,2574.12,1,707.0,1,11,High,CA,0
516,517,Individual,AutumnAwareness,Online,2638.93,0,13337.0,3,0,Very High,FL,1
517,518,Corporate,YearEndPush,In-Person,2387.93,0,4526.0,6,6,High,CA,0
518,519,Non-Profit,SpringGrowth,In-Person,2949.75,1,4027.0,3,4,Medium,IL,0
519,520,Individual,SummerSales,Online,2645.04,1,15791.0,1,2,Medium,FL,1
520,521,Individual,AutumnAwareness,Hybrid,2148.39,1,2252.0,2,7,High,NC,0
521,522,Individual,YearEndPush,Online,1936.97,0,10287.0,4,4,Low,IL,1
522,523,Non-Profit,SummerSales,Online,1975.32,0,7264.0,3,3,Medium,OH,1
523,524,Corporate,SpringGrowth,Online,1799.68,1,646.0,4,16,Medium,FL,0
524,525,Corporate,SummerSales,Online,2750.79,0,4988.0,5,19,High,PA,0
525,526,Individual,SpringGrowth,Online,2615.29,0,2004.0,1,15,Medium,CA,0
526,527,Individual,AutumnAwareness,Hybrid,3592.88,0,1893.0,2,4,Medium,NY,1
527,528,Individual,WinterBoost,In-Person,4871.0,0,1782.0,3,11,Low,TX,0
528,529,Individual,WinterBoost,In-Person,2795.34,0,588.0,3,5,High,NC,0
529,530,Corporate,AutumnAwareness,Online,2824.87,1,1922.0,1,12,Very High,TX,0
530,531,Corporate,SummerSales,Online,2169.15,0,14123.0,3,7,Low,GA,1
531,532,Non-Profit,SpringGrowth,Online,2230.79,1,3221.0,5,8,Low,OH,0
532,533,Non-Profit,WinterBoost,Online,2022.71,1,11802.0,3,5,Medium,TX,1
533,534,Individual,SpringGrowth,In-Person,5901.16,1,3874.0,2,16,Very High,PA,0
534,535,Corporate,AutumnAwareness,Online,2290.69,0,3172.0,3,10,Very High,OH,0
535,536,Corporate,SummerSales,Online,2692.57,0,3552.0,4,16,Medium,CA,0
536,537,Corporate,SpringGrowth,In-Person,4026.08,0,749.0,2,13,High,GA,0
537,538,Individual,SummerSales,Online,2137.73,0,747.0,1,19,High,CA,0
538,539,Individual,WinterBoost,Online,2120.12,0,13556.0,3,1,Low,FL,1
539,540,Individual,SpringGrowth,Hybrid,2802.51,1,480.0,4,7,Low,GA,0
540,541,Non-Profit,YearEndPush,Hybrid,3721.02,1,2166.0,3,19,Medium,TX,0
541,542,Individual,WinterBoost,Online,1990.98,0,1963.0,3,19,Medium,IL,0
542,543,Individual,SummerSales,Online,1884.43,1,13831.0,4,1,Very High,FL,1
543,544,Individual,AutumnAwareness,Online,2616.54,1,2390.0,3,7,Medium,FL,0
544,545,Individual,YearEndPush,Online,1894.08,0,11892.0,3,0,Medium,FL,1
545,546,Individual,SpringGrowth,Online,1697.64,0,4324.0,1,16,Low,CA,0
546,547,Individual,WinterBoost,Online,2332.71,0,1299.0,4,6,Low,IL,0
547,548,Individual,SpringGrowth,In-Person,3786.13,0,13689.0,2,5,Medium,PA,1
548,549,Individual,SpringGrowth,Online,2091.65,1,4604.0,0,5,Medium,PA,0
549,550,Corporate,YearEndPush,Hybrid,2857.36,1,4987.0,3,18,Low,OH,0
550,551,Individual,YearEndPush,Online,2007.49,1,13545.0,0,4,Very High,GA,1
551,552,Corporate,YearEndPush,In-Person,2645.51,1,3090.0,4,11,Low,IL,0
552,553,Individual,YearEndPush,In-Person,3785.81,1,14641.0,2,2,High,CA,1
553,554,Individual,AutumnAwareness,Hybrid,2525.35,1,5254.0,2,3,High,FL,1
554,555,Corporate,SummerSales,Hybrid,2851.13,0,1207.0,5,13,Medium,PA,0
555,556,Individual,YearEndPush,In-Person,4356.02,1,5870.0,1,6,Very High,OH,1
556,557,Individual,WinterBoost,In-Person,4017.43,1,13121.0,6,4,High,OH,1
557,558,Individual,SpringGrowth,In-Person,3862.72,0,3547.0,5,6,High,FL,0
558,559,Corporate,YearEndPush,Online,1800.17,1,6021.0,0,5,Medium,MI,1
559,560,Individual,WinterBoost,Online,1703.56,1,9199.0,2,7,Medium,FL,1
560,561,Corporate,AutumnAwareness,Online,1581.62,0,6078.0,5,5,Low,MI,1
561,562,Individual,WinterBoost,In-Person,5098.18,0,9905.0,4,6,High,NC,1
562,563,Individual,WinterBoost,Online,1920.27,1,321.0,1,8,Low,OH,0
563,564,Individual,AutumnAwareness,Online,2731.92,0,1539.0,3,13,Medium,NY,0
564,565,Individual,AutumnAwareness,Online,1895.63,1,3626.0,3,4,Very High,MI,1
565,566,Individual,SpringGrowth,Online,1928.56,0,717.0,2,3,Very High,NC,0
566,567,Individual,YearEndPush,In-Person,4206.32,0,2670.0,5,18,Medium,CA,0
567,568,Individual,WinterBoost,Online,2498.77,0,2855.0,3,14,Low,CA,0
568,569,Corporate,SummerSales,In-Person,1890.11,0,9830.0,7,7,High,TX,1
569,570,Individual,SummerSales,In-Person,4976.63,0,14737.0,5,3,High,FL,1
570,571,Individual,SpringGrowth,Online,2371.92,1,5693.0,0,4,Medium,TX,1
571,572,Corporate,SummerSales,In-Person,3022.93,0,5460.0,1,4,Very High,NY,1
572,573,Individual,SpringGrowth,Online,1312.3,0,2890.0,4,6,Medium,TX,0
573,574,Individual,YearEndPush,Online,1801.99,0,2163.0,3,3,Very High,PA,1
574,575,Corporate,SpringGrowth,Online,2672.75,1,4042.0,5,6,Medium,NY,0
575,576,Corporate,AutumnAwareness,Hybrid,2639.51,0,16033.0,3,2,Low,PA,1
576,577,Individual,AutumnAwareness,Hybrid,3612.86,1,4332.0,3,6,Medium,MI,1
577,578,Corporate,AutumnAwareness,Hybrid,3259.64,0,15991.0,3,5,Medium,OH,1
578,579,Individual,AutumnAwareness,In-Person,4800.48,1,3409.0,4,13,Medium,PA,0
579,580,Individual,AutumnAwareness,Online,1306.18,1,10765.0,2,3,High,GA,1
580,581,Individual,AutumnAwareness,Online,1763.83,0,6074.0,5,0,Medium,FL,1
581,582,Non-Profit,AutumnAwareness,In-Person,4162.22,1,4154.0,3,13,Low,TX,0
582,583,Individual,AutumnAwareness,In-Person,4954.87,0,7871.0,1,0,High,OH,1
583,584,Individual,AutumnAwareness,Online,2555.9,0,324.0,6,8,Medium,PA,0
584,585,Individual,YearEndPush,In-Person,4053.32,0,13714.0,5,0,Medium,MI,1
585,586,Individual,AutumnAwareness,Online,2280.75,0,9124.0,2,0,High,NC,1
586,587,Individual,SpringGrowth,Online,1842.76,0,16357.0,5,7,Low,TX,1
587,588,Individual,YearEndPush,Online,1550.74,1,7792.0,2,6,Medium,FL,1
588,589,Individual,SummerSales,Online,1968.39,1,2341.0,5,7,Very High,PA,0
589,590,Individual,WinterBoost,In-Person,4685.9,0,6677.0,2,1,Low,MI,1
590,591,Individual,YearEndPush,Hybrid,2707.44,1,9853.0,5,2,Medium,NY,1
591,592,Individual,AutumnAwareness,Online,1444.53,0,4252.0,2,11,Medium,OH,0
592,593,Individual,YearEndPush,In-Person,4296.04,0,8506.0,1,1,Medium,CA,1
593,594,Individual,WinterBoost,In-Person,5425.88,0,11192.0,4,4,High,NY,1
594,595,Corporate,WinterBoost,In-Person,5180.81,0,4678.0,4,4,Low,NY,1
595,596,Individual,AutumnAwareness,Online,2519.41,1,3796.0,1,17,Low,MI,0
596,597,Individual,AutumnAwareness,Hybrid,3193.12,0,3450.0,5,3,Low,NC,0
597,598,Individual,SpringGrowth,Online,3148.34,0,7046.0,4,3,Low,NY,1
598,599,Individual,WinterBoost,Online,1768.12,0,5990.0,4,0,Medium,IL,1
599,600,Individual,AutumnAwareness,In-Person,4510.19,0,6396.0,2,7,Medium,FL,1
600,601,Individual,WinterBoost,Online,1928.99,0,1685.0,4,7,Low,CA,1
601,602,Individual,SpringGrowth,Online,1907.27,1,3927.0,1,5,Low,NY,0
602,603,Individual,SummerSales,Online,1361.67,1,1503.0,2,10,Medium,IL,0
603,604,Individual,WinterBoost,Online,1775.88,0,6153.0,8,3,Low,FL,1
604,605,Individual,SpringGrowth,Online,2180.5,0,4312.0,3,6,Medium,FL,0
605,606,Individual,SpringGrowth,Online,2463.05,1,509.0,5,2,Medium,CA,0
606,607,Individual,SpringGrowth,In-Person,5403.35,1,2016.0,7,12,Medium,IL,0
607,608,Individual,YearEndPush,Online,1546.49,0,3480.0,1,4,Medium,TX,1
608,609,Individual,AutumnAwareness,Online,1628.91,0,3538.0,5,4,Low,OH,0
609,610,Individual,WinterBoost,In-Person,4352.38,1,4167.0,4,2,High,OH,0
610,611,Individual,YearEndPush,Online,1644.81,0,2959.0,3,5,Very High,GA,0
611,612,Corporate,WinterBoost,In-Person,5473.53,0,2083.0,0,10,Medium,IL,0
612,613,Individual,YearEndPush,Online,1457.85,1,6041.0,3,0,High,TX,1
613,614,Individual,AutumnAwareness,Online,1920.54,0,9308.0,0,6,High,NY,1
614,615,Corporate,SpringGrowth,In-Person,3923.7,0,13680.0,3,5,Medium,NY,1
615,616,Corporate,WinterBoost,Online,2347.27,1,2151.0,7,17,Low,GA,0
616,617,Individual,SpringGrowth,In-Person,4541.23,1,2329.0,4,2,Low,MI,1
617,618,Individual,AutumnAwareness,Online,2450.96,0,3801.0,0,8,Medium,PA,0
618,619,Corporate,WinterBoost,Online,2013.55,0,122.0,4,6,Medium,NC,0
619,620,Corporate,SummerSales,In-Person,4455.87,0,3068.0,2,14,Low,NY,0
620,621,Individual,SummerSales,Online,2133.95,1,5019.0,8,4,High,IL,1
621,622,Individual,SummerSales,In-Person,3145.41,1,844.0,1,12,Low,OH,0
622,623,Individual,AutumnAwareness,Online,2213.02,1,701.0,2,15,Medium,TX,0
623,624,Individual,SummerSales,Online,2174.83,0,3135.0,1,18,Very High,NC,0
624,625,Individual,WinterBoost,In-Person,3967.46,1,1942.0,2,13,Medium,NC,0
625,626,Individual,SummerSales,In-Person,4634.33,1,2774.0,3,6,Low,MI,0
626,627,Individual,WinterBoost,Online,2234.72,1,4276.0,3,9,Low,NC,0
